	Barretts_12_EGAF00000525202	Barretts_19_EGAF00000530863	Barretts_6_EGAF00000560127	Barretts_22_EGAF00000525458	Barretts_23_EGAF00000501983	Barretts_15_EGAF00000525456	Barretts_21_EGAF00000560126	Barretts_5_EGAF00000525462	Barretts_2_EGAF00000525461	Barretts_20_EGAF00000560125	Barretts_4_EGAF00000525457	Barretts_11_EGAF00000586502	Barretts_17_EGAF00000525463	Barretts_13_EGAF00000525459	Barretts_3_EGAF00000560128	Barretts_8_EGAF00000525460	Barretts_7_EGAF00000501982	Barretts_18_EGAF00000560130	Barretts_10_EGAF00000530875	Barretts_16_EGAF00000525464	Barretts_9_EGAF00000525201	Barretts_1_EGAF00000501981	Barretts_14_EGAF00000560129
G000745345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000745425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000745475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000745545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000745655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000745725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000745735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000745835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000745855	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000745895	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000745915	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000745955	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000746085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000746095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000746155	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000746195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000746525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0
G000746645	1.0	0	1.0	2.0	0	3.0	0	3.0	1.0	0	2.0	1.0	2.0	2.0	0	3.0	0	2.0	0	1.0	3.0	0	0
G000746875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000747075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000747155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000747315	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	5.0	0	0	0	0	0	0	0	2.0
G000747645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000750005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000751295	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0
G000751555	29693.0	0	49681.0	98215.0	0	142932.0	57004.0	102079.0	88552.0	46330.0	91046.0	40527.0	103898.0	69567.0	56096.0	92084.0	0	59048.0	20403.0	83380.0	42656.0	0	41935.0
G000752095	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000753735	0	0	0	0	0	13.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000754095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000754275	0	1.0	0	3.0	0	110.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	0
G000755145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000756225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000756655	0	0	0	0	0	17.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000756735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000756775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0
G000757385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000757425	1.0	0	1.0	2.0	0	3.0	0	3.0	2.0	0	3.0	1.0	2.0	2.0	1.0	3.0	0	0	0	2.0	2.0	0	0
G000757525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000757785	8.0	0	4.0	12.0	0	25.0	5.0	18.0	16.0	3.0	14.0	11.0	16.0	14.0	3.0	18.0	0	4.0	5.0	13.0	9.0	0	4.0
G000757825	7.0	0	3.0	14.0	0	23.0	4.0	12.0	12.0	4.0	11.0	10.0	13.0	10.0	4.0	13.0	0	3.0	3.0	10.0	10.0	0	3.0
G000758685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000758775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000758925	0	1.0	0	0	0	256.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0
G000758945	0	0	0	0	1.0	162.0	1.0	0	0	0	0	0	0	0	13.0	0	1.0	0	2.0	0	0	9.0	0
G000758965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0
G000759055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0
G000759065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000759435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000759445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000759475	1.0	0	0	4.0	0	7.0	1.0	4.0	3.0	0	4.0	3.0	3.0	2.0	1.0	2.0	0	1.0	1.0	2.0	3.0	0	1.0
G000759535	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0
G000759655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000759695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000759715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000759795	6.0	0	2.0	9.0	0	14.0	3.0	11.0	7.0	2.0	11.0	8.0	9.0	8.0	3.0	9.0	0	4.0	4.0	8.0	8.0	0	2.0
G000760615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000760735	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000761155	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	0
G000761445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000761485	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0
G000762865	0	0	0	1.0	1.0	369.0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	1.0	0	0	0	0
G000763095	15.0	0	4.0	9.0	0	12.0	7.0	12.0	10.0	5.0	10.0	5.0	15.0	7.0	3.0	11.0	0	7.0	8.0	11.0	12.0	0	5.0
G000763375	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0
G000763535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0
G000763765	0	1.0	0	4.0	24.0	60.0	2.0	0	0	0	0	0	0	0	0	0	1.0	1.0	2.0	1.0	0	19.0	0
G000763785	0	0	0	0	4.0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000763805	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000763885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000763905	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0
G000764165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000764535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0
G000765235	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000767055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000767135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000767175	0	0	0	0	0	6.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000767305	0	0	0	0	0	4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000767465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000767615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0
G000768065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	2.0	0
G000768315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000768335	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000768345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000768355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000768675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000768685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000768695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
