	14458.ERR2373132	14458.ERR2373099	14458.ERR2373141	14458.ERR2373059	14458.ERR2373065	14458.ERR2373066	14458.ERR2373070	14458.ERR2373071	14458.ERR2373079	14458.ERR2373082	14458.ERR2373084	14458.ERR2373057	14458.ERR2373104	14458.ERR2373102	14458.ERR2373105	14458.ERR2373142	14458.ERR2373049	14458.ERR2373051	14458.ERR2373054	14458.ERR2373088	14458.ERR2373130	14458.ERR2373108	14458.ERR2373131	14458.ERR2373113	14458.ERR2373135	14458.ERR2373120	14458.ERR2373116	14458.ERR2373126	14458.ERR2373137
G001262075	0	0	15.0	0	0	102.0	2.0	54.0	1.0	0	29.0	0	0	27.0	0	0	0	0	285.0	27.0	78.0	0	44.0	0	6.0	25.0	0	3.0	32.0
G001262495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001262595	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001262635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001263355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001263395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001263415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001263615	0	0	0	0	0	1.0	1.0	0	1.0	0	1.0	0	0	3.0	0	0	2.0	1.0	2.0	1.0	1.0	1.0	3.0	0	0	2.0	1.0	2.0	0
G001263755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	2.0	0	0
G001265075	0	1.0	0	1.0	1.0	15.0	0	1.0	3.0	4.0	15.0	1.0	2.0	8.0	5.0	2.0	2.0	7.0	19.0	35.0	2.0	2.0	14.0	2.0	4.0	2.0	6.0	17.0	1.0
G001267865	0	1.0	0	1.0	1.0	17.0	0	3.0	1.0	3.0	4.0	2.0	1.0	9.0	2.0	0	3.0	1.0	5.0	9.0	2.0	3.0	2.0	2.0	1.0	2.0	3.0	5.0	1.0
G001267925	0	1.0	0	0	0	0	1.0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001269985	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0
G001270065	0	0	0	0	0	0	1.0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001273775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001273895	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0
G001274535	15.0	308.0	47.0	6.0	65.0	118.0	102.0	382.0	47.0	19.0	581.0	57.0	67.0	680.0	116.0	37.0	27.0	1927.0	205.0	1536.0	94.0	16.0	984.0	213.0	393.0	21.0	1308.0	641.0	335.0
G001274895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0
G001274935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001274945	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	3.0	0
G001275135	3.0	15.0	19.0	0	5.0	6.0	18.0	24.0	11.0	14.0	45.0	36.0	41.0	37.0	15.0	11.0	22.0	74.0	42.0	150.0	69.0	4.0	74.0	76.0	18.0	35.0	168.0	50.0	7.0
G001275345	0	0	0	2.0	8.0	3.0	1.0	0	2.0	0	2.0	1.0	1.0	8.0	2.0	1.0	7.0	0	10.0	2.0	7.0	2.0	5.0	1.0	1.0	11.0	4.0	6.0	0
G001275645	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001276545	5.0	626.0	10.0	231.0	24.0	490.0	80.0	431.0	41.0	673.0	105.0	2978.0	22.0	2913.0	82.0	64.0	76.0	59.0	2190.0	962.0	221.0	73.0	425.0	408.0	193.0	552.0	95.0	3969.0	197.0
G001276605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0
G001277995	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	10.0	0	0	0	0	0	0	0	0	0	0	3.0	17.0	0
G001278035	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	1.0	0	0
G001278705	0	0	0	0	0	1.0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	0	1.0	0	0	0	0	0
G001278755	0	0	0	0	0	2.0	0	1.0	0	2.0	0	0	1.0	2.0	1.0	0	0	1.0	1.0	1.0	1.0	0	0	0	0	0	1.0	2.0	0
G001278805	0	0	0	0	0	1.0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0
G001280145	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001280875	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	3.0	0	3.0	1.0	0	0	0	3.0	0
G001281465	11.0	11.0	9.0	0	2.0	7.0	16.0	2.0	3.0	1.0	2.0	1.0	4.0	0	3.0	1.0	3.0	2.0	3.0	4.0	2.0	2.0	18.0	5.0	2.0	6.0	4.0	4.0	0
G001281505	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	1.0	0	0	0
G001281525	0	1.0	0	1.0	1.0	17.0	0	1.0	3.0	4.0	14.0	1.0	2.0	9.0	6.0	2.0	2.0	7.0	18.0	36.0	3.0	2.0	15.0	2.0	3.0	2.0	7.0	18.0	1.0
G001282625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	1.0	0	0	0	0	0	0	0	0
G001282685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0
G001282725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0
G001282945	2.0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	3.0	0	0	0	3.0
G001283065	3.0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	4.0	0	0	0	3.0
G001283625	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001286805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	3.0	0	0
G001291445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001292585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001293125	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0
G001293525	1.0	1.0	0	0	1.0	1.0	3.0	1.0	1.0	2.0	0	0	1.0	0	2.0	1.0	0	2.0	1.0	0	1.0	0	2.0	1.0	0	0	1.0	0	0
G001294205	0	1.0	0	0	0	2.0	0	1.0	0	0	1.0	0	0	1.0	0	0	1.0	1.0	2.0	1.0	1.0	0	1.0	0	0	0	1.0	1.0	1.0
G001294445	1.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0
G001294745	0	0	0	0	0	2.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	0
G001295265	0	3.0	0	0	0	3.0	0	3.0	0	1.0	0	0	0	2.0	1.0	0	0	0	2.0	3.0	0	0	0	1.0	0	1.0	1.0	2.0	0
G001295365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001295775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001295795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001295845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0
G001297025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	2.0	0	0	0	1.0	0	1.0	6.0	1.0	0
G001297765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001297905	0	0	0	0	0	1.0	0	0	1.0	0	4.0	1.0	1.0	0	1.0	0	0	0	2.0	4.0	8.0	0	0	1.0	0	2.0	8.0	1.0	0
G001298265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001298465	91.0	272.0	145.0	41.0	127.0	273.0	195.0	282.0	322.0	166.0	1372.0	183.0	98.0	961.0	288.0	118.0	201.0	1050.0	1370.0	3112.0	323.0	121.0	361.0	784.0	331.0	229.0	888.0	1319.0	222.0
G001298575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001298675	7.0	14.0	4.0	0	6.0	5.0	13.0	5.0	2.0	7.0	5.0	0	2.0	1.0	3.0	2.0	5.0	7.0	3.0	5.0	2.0	1.0	15.0	3.0	4.0	1.0	7.0	5.0	0
G001299455	14.0	8.0	1.0	26.0	93.0	4.0	12.0	7.0	1.0	168.0	32.0	15.0	8.0	111.0	5.0	12.0	21.0	17.0	6.0	33.0	34.0	22.0	21.0	15.0	8.0	9.0	7.0	47.0	5.0
G001299475	0	0	0	1.0	0	0	0	1.0	0	0	0	1.0	0	4.0	0	0	1.0	0	0	2.0	2.0	0	6.0	1.0	0	2.0	1.0	0	1.0
G001302245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001302565	0	1.0	0	1.0	0	2.0	0	0	2.0	0	1.0	1.0	0	8.0	1.0	1.0	5.0	0	6.0	1.0	1.0	1.0	5.0	0	1.0	4.0	4.0	4.0	1.0
G001304615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001305115	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	1.0	0
G001305135	0	0	0	0	0	2.0	0	0	0	1.0	1.0	1.0	0	3.0	1.0	0	0	4.0	2.0	0	2.0	1.0	0	2.0	0	0	3.0	1.0	0
G001306455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001307035	0	0	0	0	0	1.0	0	0	0	0	1.0	0	0	2.0	0	1.0	1.0	0	1.0	0	1.0	1.0	1.0	0	0	1.0	1.0	1.0	0
G001307855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0
G001308005	0	3.0	0	1.0	3.0	11.0	1.0	7.0	0	0	9.0	3.0	0	22.0	0	8.0	14.0	8.0	34.0	21.0	15.0	0	9.0	2.0	3.0	2.0	3.0	20.0	6.0
G001308105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001308145	0	0	0	0	0	2.0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	0	0	0	0	1.0	2.0	0
G001308895	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001310225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001310255	0	0	0	0	0	2.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001310795	2.0	5.0	2.0	0	1.0	1.0	11.0	1.0	0	1.0	1.0	0	1.0	0	1.0	1.0	1.0	2.0	3.0	0	1.0	0	3.0	2.0	0	0	1.0	1.0	1.0
G001310955	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	1.0	0	0	0	0	1.0	0
G001311035	0	0	0	0	0	0	0	0	0	0	2.0	8.0	3.0	0	0	0	0	1.0	1.0	0	0	0	1.0	0	0	0	30.0	0	0
G001311075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001311195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001311355	1.0	1.0	0	0	1.0	12.0	0	1.0	3.0	11.0	18.0	3.0	4.0	6.0	14.0	4.0	14.0	15.0	77.0	22.0	2.0	2.0	13.0	7.0	3.0	1.0	28.0	31.0	5.0
G001311375	0	0	0	0	0	0	0	0	0	0	0	4.0	0	5.0	0	0	0	3.0	27.0	0	8.0	0	13.0	0	0	0	2.0	0	0
G001311645	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001311725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001311785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001311925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0
G001312505	2.0	0	0	0	0	3.0	2.0	1.0	2.0	3.0	17.0	1.0	1.0	1.0	0	5.0	0	6.0	0	15.0	3.0	0	1.0	0	0	2.0	29.0	3.0	0
G001312805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0
G001312845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001312865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001313065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	1.0	1.0	0	0	0	0	0	0	0	0
G001313205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001313225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001314225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001314305	0	0	0	0	0	0	1.0	0	0	0	0	0	0	7.0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	1.0
G001314325	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0
G001314945	0	0	0	0	0	1.0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001314975	1.0	0	0	0	0	1.0	1.0	1.0	0	1.0	4.0	4.0	4.0	3.0	1.0	0	0	2.0	4.0	5.0	6.0	0	5.0	2.0	4.0	4.0	9.0	8.0	0
G001314995	0	0	0	0	0	1.0	1.0	0	0	0	0	1.0	1.0	5.0	1.0	0	0	1.0	1.0	6.0	6.0	0	84.0	2.0	0	0	1.0	14.0	0
G001315205	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0
G001318345	1.0	5.0	2.0	0	0	2.0	1.0	3.0	0	3.0	5.0	7.0	5.0	5.0	1.0	2.0	0	7.0	4.0	11.0	13.0	1.0	6.0	7.0	2.0	2.0	6.0	11.0	1.0
G001318405	32.0	22.0	3.0	53.0	219.0	404.0	13.0	101.0	12.0	197.0	58.0	60.0	43.0	252.0	27.0	14.0	44.0	28.0	105.0	91.0	92.0	34.0	38.0	56.0	22.0	29.0	50.0	151.0	15.0
G001368755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	0	1.0	4.0	0	0
G001368815	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001375495	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	1.0	1.0	0	0	1.0	0	0	1.0	1.0	1.0	0
G001403595	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	2.0	0	0	0	1.0	1.0	2.0	1.0	0	5.0	1.0	0	0	0	1.0	0
G001403615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001403635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0
G001403735	2.0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	3.0	0	0	0	3.0
G001403775	0	0	0	0	0	1.0	0	0	0	0	0	0	0	1.0	0	1.0	1.0	0	1.0	0	0	0	1.0	0	0	2.0	2.0	0	0
G001403795	2.0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	3.0	0	0	0	2.0
G001403875	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001404055	3.0	0	4.0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	3.0	0	0	0	3.0
G001404335	3.0	0	0	0	0	3.0	1.0	0	1.0	2.0	3.0	2.0	2.0	13.0	1.0	1.0	1.0	6.0	4.0	4.0	3.0	1.0	7.0	4.0	1.0	0	4.0	6.0	1.0
G001404455	1.0	1.0	0	0	0	0	4.0	0	0	2.0	2.0	0	0	0	0	0	0	2.0	1.0	2.0	8.0	0	2.0	0	0	0	1.0	0	0
G001404515	3.0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	4.0	0	0	0	3.0
G001404695	0	1.0	0	0	0	0	2.0	0	1.0	0	0	0	0	0	0	0	1.0	0	0	0	1.0	0	1.0	0	0	1.0	0	0	0
G001405375	0	0	0	0	0	0	1.0	0	1.0	0	0	0	0	2.0	1.0	0	1.0	0	0	0	1.0	0	0	1.0	0	3.0	0	0	0
G001405615	0	1.0	0	0	0	1.0	7.0	1.0	1.0	0	3.0	0	1.0	2.0	0	0	0	3.0	0	6.0	0	0	2.0	2.0	0	0	2.0	2.0	0
G001406335	2.0	0	0	0	0	1.0	1.0	0	1.0	1.0	5.0	1.0	1.0	2.0	1.0	1.0	0	11.0	1.0	17.0	4.0	1.0	1.0	1.0	1.0	0	8.0	3.0	0
G001406535	0	0	0	0	0	1.0	0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	1.0	0	0
G001406595	0	0	0	1.0	2.0	1.0	0	0	0	4.0	1.0	0	0	3.0	0	0	1.0	1.0	1.0	2.0	1.0	0	1.0	0	0	1.0	5.0	1.0	0
G001406695	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	2.0	0	7.0	0	0	0	2.0	1.0	0	2.0	3.0	0
G001407835	0	3.0	0	0	0	0	0	1.0	2.0	0	3.0	2.0	2.0	6.0	0	5.0	0	6.0	0	7.0	1.0	0	10.0	2.0	0	0	4.0	1.0	2.0
G001408335	3.0	1.0	0	2.0	1.0	3.0	1.0	1.0	3.0	0	8.0	1.0	1.0	15.0	3.0	3.0	5.0	2.0	9.0	9.0	1.0	3.0	8.0	3.0	2.0	7.0	12.0	8.0	1.0
G001408515	3.0	0	4.0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	3.0	0	0	0	3.0
G001411495	1.0	1.0	1.0	0	1.0	0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	1.0	0	0	0	0	0
G001412105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0
G001412575	0	1.0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0
G001412595	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0
G001417755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001417815	2.0	0	3.0	0	0	0	0	0	0	0	2.0	0	2.0	0	0	4.0	0	2.0	0	2.0	1.0	0	0	0	4.0	0	1.0	0	3.0
G001417955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001418035	0	0	0	0	1.0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	2.0
G001418245	0	0	2.0	0	0	0	4.0	0	0	0	0	0	0	2.0	0	0	0	0	6.0	0	0	0	2.0	0	0	0	1.0	0	0
G001418255	1.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	2.0	0	0	0	0	0
G001418345	0	0	0	0	0	2.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	0
G001418415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001418475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0
G001418495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001418685	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001418795	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001419695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001420285	0	1.0	0	0	0	1.0	0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0
G001420595	0	0	0	0	0	2.0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001420715	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0
G001420855	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001421015	0	0	0	0	0	2.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001421095	3.0	22.0	4.0	7.0	105.0	3.0	8.0	10.0	3.0	57.0	45.0	263.0	0	0	14.0	11.0	0	15.0	40.0	77.0	5.0	10.0	9.0	368.0	0	10.0	0	38.0	0
G001421285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001421325	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	0	0	0	0	0	0	1.0	1.0	0	0
G001421505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	0	0	0	0	0	0	0
G001421565	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	0	0	0	1.0	0	0	1.0	0	1.0	0
G001421665	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001421705	0	1.0	0	0	0	0	2.0	0	0	1.0	0	0	0	0	0	0	0	0	2.0	0	0	0	1.0	0	0	0	0	0	0
G001421805	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	3.0	0	2.0	0	3.0	0	0
G001421995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001422145	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001422205	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	1.0	0	2.0	0	0	1.0	0	0	0	1.0	1.0	1.0	0
G001422215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001422405	1.0	2.0	0	0	1.0	1.0	2.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	2.0	1.0	0	0	0	0	0	0
G001422445	0	2.0	0	0	0	1.0	0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	1.0	1.0	0	0	0	0	0
G001423045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001423105	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	1.0	0	1.0	0	0	0	0	0	0	1.0	1.0	1.0	0
G001423135	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	0	0	0	1.0	0	0	0	1.0	1.0	0
G001423185	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	1.0	0	1.0	0	0	0	1.0	0	0	0	0	1.0	0
G001423765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0
G001423845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001423985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001424105	0	1.0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0
G001424145	0	1.0	0	0	0	1.0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001424165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0
G001424265	2.0	1.0	0	0	0	0	4.0	0	1.0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	1.0	1.0	0	1.0	1.0	0	0
G001424385	0	0	0	0	0	0	0	0	0	0	1.0	0	0	2.0	0	0	2.0	0	1.0	0	0	0	2.0	0	0	1.0	1.0	2.0	0
G001424545	0	1.0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	2.0	0	0	0	1.0	0	0
G001424565	0	0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	0	0	1.0	0	1.0	0	0	0	1.0	0	0	1.0	1.0	1.0	0
G001424585	0	1.0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0
G001424755	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0
G001424905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
