	14458.ERR2373139	14458.ERR2373140	14458.ERR2373058	14458.ERR2373061	14458.ERR2373067	14458.ERR2373068	14458.ERR2373069	14458.ERR2373074	14458.ERR2373075	14458.ERR2373076	14458.ERR2373077	14458.ERR2373098	14458.ERR2373078	14458.ERR2373080	14458.ERR2373083	14458.ERR2373081	14458.ERR2373085	14458.ERR2373055	14458.ERR2373103	14458.ERR2373106	14458.ERR2373107	14458.ERR2373138	14458.ERR2373144	14458.ERR2373146	14458.ERR2373050	14458.ERR2373053	14458.ERR2373052	14458.ERR2373125	14458.ERR2373089	14458.ERR2373090	14458.ERR2373092	14458.ERR2373093	14458.ERR2373095	14458.ERR2373096	14458.ERR2373097	14458.ERR2373133	14458.ERR2373109	14458.ERR2373112	14458.ERR2373110	14458.ERR2373111	14458.ERR2373134	14458.ERR2373118	14458.ERR2373121	14458.ERR2373122	14458.ERR2373119	14458.ERR2373123	14458.ERR2373124	14458.ERR2373117	14458.ERR2373127	14458.ERR2373136
G000482785	0	0	0	0	0	0	1.0	1.0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000482845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000483125	0	1.0	0	0	1.0	0	1.0	0	8.0	1.0	0	0	0	0	1.0	0	0	1.0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	11.0	7.0	3.0	0	4.0	0	0	1.0	0	1.0	0	0	0	0	8.0	1.0	1.0	1.0	0	0
G000484595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000484635	0	0	0	0	0	1.0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	1.0	0	0	0	0	0	0
G000485475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000488195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	1.0	0	0	0	0
G000488255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	2.0	0	1.0	0	0	0
G000488855	34.0	218.0	431.0	4.0	224.0	6.0	436.0	1321.0	2051.0	115.0	2379.0	742.0	86.0	1106.0	106.0	1602.0	329.0	318.0	2.0	525.0	79.0	163.0	675.0	152.0	253.0	2193.0	615.0	81.0	64.0	285.0	583.0	2042.0	2027.0	152.0	1497.0	15.0	27.0	16.0	318.0	219.0	2097.0	164.0	0	302.0	636.0	15.0	953.0	1609.0	310.0	28.0
G000492175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000493735	0	0	1.0	0	0	1.0	1.0	3.0	1.0	0	0	2.0	0	0	0	5.0	1.0	1.0	0	0	1.0	3.0	0	0	1.0	0	1.0	1.0	1.0	0	1.0	2.0	3.0	0	1.0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0
G000495505	1.0	1.0	0	1.0	1.0	2.0	5.0	3.0	11.0	1.0	1.0	0	2.0	3.0	0	1.0	1.0	8.0	0	1.0	3.0	0	2.0	0	0	2.0	4.0	0	1.0	1.0	3.0	10.0	17.0	0	1.0	1.0	1.0	0	0	2.0	1.0	0	0	0	27.0	3.0	4.0	4.0	0	1.0
G000495815	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	0	0
G000495855	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	0	0
G000495935	0	0	0	0	0	0	4.0	2.0	0	0	0	0	1.0	0	0	4.0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	1.0	3.0	0	0	1.0	0	0	1.0	0	0	0	1.0	1.0	0	0	0	0	0	1.0
G000496435	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	2277.0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	1.0	0	0	0	0	2.0	37.0	36.0	3102.0	0	0	0	0	0	0	0
G000496595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000496735	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	2.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.0	0	1.0	0	0	0	0	0	0	0	0	0
G000497205	3.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	3.0
G000497755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000497815	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.0	0	0	0	0	0	0	0
G000498295	0	0	0	0	1.0	1.0	2.0	2.0	1.0	0	0	1.0	0	0	0	4.0	0	1.0	0	0	0	3.0	0	0	0	1.0	1.0	0	1.0	0	0	2.0	4.0	0	2.0	0	0	0	1.0	2.0	0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	0	0
G000498575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000498955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	26.0	0	0	0	0	0	0	0
G000499525	0	0	0	0	3.0	0	0	1.0	2.0	0	0	0	0	1.0	0	0	0	1.0	0	1.0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0
G000499785	1.0	4.0	0	2.0	33.0	5.0	4.0	30.0	30.0	1.0	4.0	4.0	1.0	5.0	29.0	3.0	2.0	33.0	1.0	5.0	6.0	106.0	12.0	2.0	2.0	3.0	49.0	1.0	1.0	5.0	49.0	55.0	94.0	1.0	18.0	0	0	9.0	3.0	30.0	0	2.0	0	0	70.0	22.0	23.0	21.0	1.0	0
G000503915	0	0	0	3.0	1.0	5.0	1.0	6.0	32.0	0	1.0	1.0	1.0	2.0	3.0	0	0	5.0	0	0	0	1.0	1.0	0	0	1.0	8.0	2.0	0	1.0	6.0	6.0	8.0	0	0	0	0	1.0	1.0	0	0	0	0	0	9.0	0	7.0	15.0	1.0	0
G000504125	0	0	2.0	2.0	1.0	1.0	3.0	5.0	2.0	0	1.0	2.0	1.0	1.0	1.0	10.0	1.0	3.0	0	0	2.0	5.0	1.0	1.0	0	1.0	2.0	1.0	3.0	0	1.0	7.0	10.0	0	2.0	0	0	0	3.0	5.0	1.0	1.0	3.0	5.0	1.0	1.0	2.0	2.0	2.0	2.0
G000504145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000504165	0	0	2.0	1.0	1.0	0	2.0	2.0	1.0	1.0	1.0	0	0	0	0	2.0	0	0	0	1.0	1.0	3.0	1.0	1.0	0	0	1.0	0	1.0	0	1.0	5.0	1.0	0	0	0	0	0	4.0	0	1.0	0	1.0	3.0	0	1.0	0	0	5.0	3.0
G000504185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0
G000504425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000505545	0	1.0	0	2.0	0	0	4.0	1.0	1.0	0	0	1.0	0	0	0	3.0	0	1.0	0	0	0	2.0	0	1.0	0	0	1.0	1.0	0	0	0	3.0	2.0	0	0	0	0	0	1.0	1.0	2.0	0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0
G000506865	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000508165	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000508185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0
G000508405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	2.0	90.0	462.0	4.0	0	0	4.0	0	0	0	0
G000508625	0	0	0	0	0	1.0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	4.0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0
G000508745	4.0	20.0	16.0	37.0	28.0	30.0	135.0	91.0	85.0	10.0	28.0	29.0	18.0	21.0	19.0	383.0	28.0	70.0	0	23.0	42.0	30.0	36.0	27.0	8.0	39.0	81.0	13.0	24.0	27.0	59.0	216.0	296.0	5.0	58.0	6.0	3.0	10.0	41.0	106.0	31.0	63.0	22.0	182.0	45.0	58.0	29.0	167.0	109.0	88.0
G000508965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000509365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000509875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000510425	37.0	13.0	4.0	19.0	73.0	45.0	205.0	313.0	226.0	4.0	227.0	52.0	42.0	213.0	16.0	82.0	44.0	276.0	2.0	91.0	18.0	36.0	213.0	75.0	12.0	324.0	336.0	16.0	21.0	104.0	33.0	1770.0	1535.0	2.0	130.0	19.0	1.0	68.0	45.0	8.0	209.0	32.0	3.0	77.0	1100.0	256.0	397.0	42.0	69.0	25.0
G000511405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000511655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000511775	1.0	0	0	1.0	5.0	27.0	2.0	159.0	25.0	2.0	1.0	11.0	1.0	4.0	5.0	1.0	0	77.0	0	1.0	1.0	1.0	21.0	5.0	1.0	7.0	3.0	1.0	2.0	2.0	5.0	397.0	71.0	1.0	2.0	2.0	0	2.0	8.0	0	11.0	12.0	0	1.0	76.0	33.0	14.0	5.0	1.0	1.0
G000511935	0	0	0	0	0	0	0	13.0	1.0	0	0	1.0	0	1.0	0	0	0	0	0	0	0	3.0	1.0	0	0	0	0	0	0	0	1.0	3.0	7.0	0	0	0	0	0	2.0	0	0	0	0	0	2.0	1.0	1.0	0	0	0
G000511955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000512205	0	0	0	0	0	0	0	0	0	0	4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0
G000512915	1.0	4.0	1.0	2.0	33.0	6.0	4.0	58.0	34.0	1.0	6.0	10.0	2.0	9.0	31.0	3.0	2.0	32.0	1.0	4.0	8.0	109.0	17.0	1.0	2.0	5.0	52.0	1.0	1.0	5.0	50.0	61.0	102.0	0	18.0	0	0	9.0	10.0	31.0	0	2.0	0	1.0	75.0	25.0	25.0	21.0	1.0	0
G000513135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000513215	0	0	0	1.0	0	0	6.0	1.0	0	0	0	0	1.0	2.0	0	9.0	0	0	0	0	1.0	0	1.0	0	0	0	1.0	0	0	0	0	0	3.0	0	1.0	0	0	0	0	0	0	0	1.0	0	1.0	1.0	1.0	9.0	0	0
G000513775	3.0	0	2.0	0	3.0	1.0	1.0	2.0	6.0	0	1.0	1.0	1.0	5.0	0	1.0	0	5.0	0	0	0	1.0	2.0	0	0	7.0	4.0	0	1.0	7.0	6.0	12.0	19.0	0	2.0	0	0	2.0	1.0	2.0	0	0	0	0	10.0	0	2.0	1.0	0	0
G000513955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000515315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	1.0	0	0	0	0	0	0	0	0	0	0	4.0	0	1.0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000515335	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000516535	0	5.0	13.0	3.0	22.0	4.0	7.0	44.0	20.0	0	0	12.0	14.0	30.0	3.0	3.0	3.0	13.0	0	1.0	4.0	9.0	17.0	1.0	4.0	4.0	26.0	0	7.0	0	7.0	20.0	151.0	0	2.0	6.0	3.0	7.0	4.0	2.0	0	2.0	0	1.0	7.0	13.0	1.0	11.0	0	19.0
G000516555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000517065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000517085	0	0	0	0	0	0	0	2.0	0	0	0	0	1.0	0	0	1.0	0	0	0	0	1.0	0	0	0	0	0	2.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000517425	0	0	0	0	0	0	3.0	2.0	0	0	0	0	1.0	1.0	0	4.0	0	0	0	1.0	1.0	0	1.0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	1.0	0	0
G000517545	0	0	0	1.0	0	1.0	0	14.0	2.0	0	0	0	0	0	2.0	1.0	0	0	0	1.0	1.0	5.0	1.0	0	0	1.0	1.0	0	0	0	0	2.0	6.0	0	0	1.0	0	1.0	4.0	0	1.0	0	0	0	2.0	1.0	1.0	1.0	0	0
G000518685	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	4.0	0	0	0	2.0	1.0	1.0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0
G000518805	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000519045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000519105	0	0	0	0	1.0	0	1.0	1.0	5.0	0	1.0	1.0	0	0	1.0	0	0	1.0	0	0	1.0	0	0	0	0	0	1.0	0	0	0	1.0	2.0	5.0	0	0	0	0	2.0	0	0	0	2.0	0	0	4.0	0	0	1.0	0	0
G000519165	42.0	310.0	73.0	61.0	482.0	335.0	281.0	2348.0	4444.0	163.0	434.0	224.0	253.0	520.0	203.0	478.0	421.0	1144.0	22.0	1285.0	83.0	1528.0	2810.0	23.0	125.0	629.0	1761.0	101.0	121.0	1127.0	1375.0	1820.0	9688.0	12.0	392.0	116.0	31.0	434.0	79.0	201.0	209.0	477.0	36.0	96.0	1877.0	5223.0	1819.0	1535.0	46.0	66.0
G000519325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0
G000520015	0	0	0	0	0	0	8.0	4.0	0	0	0	1.0	3.0	1.0	0	5.0	0	0	0	0	1.0	1.0	1.0	0	0	0	2.0	0	0	0	1.0	1.0	4.0	0	0	0	0	1.0	1.0	1.0	0	0	1.0	0	1.0	1.0	1.0	2.0	0	0
G000520495	0	1.0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	6.0	0	1.0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	1.0	3.0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	1.0	1.0	0	1.0	0	0
G000520515	0	1.0	0	0	0	1.0	2.0	0	0	0	0	0	0	0	0	7.0	0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	4.0	1.0	0	0	0	0	0	0	1.0	0	1.0	1.0	0	1.0	1.0	0	1.0	0	0
G000520555	0	1.0	0	0	0	1.0	2.0	1.0	1.0	0	0	0	0	1.0	0	9.0	0	2.0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	1.0	3.0	1.0	0	0	0	0	0	0	1.0	0	1.0	1.0	0	2.0	1.0	1.0	1.0	0	0
G000520595	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	3.0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0
G000520955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0
G000520995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000521175	0	1.0	11.0	15.0	8.0	5.0	28.0	22.0	5.0	3.0	11.0	12.0	4.0	3.0	2.0	82.0	5.0	13.0	0	3.0	10.0	23.0	8.0	6.0	1.0	6.0	9.0	3.0	13.0	3.0	3.0	63.0	31.0	2.0	7.0	4.0	0	2.0	19.0	21.0	7.0	3.0	5.0	53.0	5.0	5.0	3.0	5.0	26.0	29.0
G000521465	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0
G000521765	0	2.0	3.0	91.0	6.0	12.0	114.0	93.0	7.0	1.0	4.0	19.0	100.0	35.0	6.0	190.0	3.0	5.0	1.0	5.0	58.0	46.0	127.0	2.0	23.0	2.0	25.0	4.0	8.0	0	18.0	32.0	121.0	1.0	4.0	3.0	3.0	6.0	34.0	14.0	0	0	19.0	7.0	25.0	19.0	12.0	22.0	12.0	104.0
G000524335	0	0	0	7.0	0	50.0	2.0	4.0	16.0	0	27.0	5.0	0	4.0	0	18.0	4.0	9.0	0	2.0	2.0	1.0	4.0	1.0	1.0	7.0	2.0	1.0	0	3.0	5.0	11.0	4.0	3.0	11.0	1.0	0	0	1.0	0	5.0	33.0	0	0	24.0	18.0	11.0	2.0	0	0
G000525655	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	12.0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	1.0	1.0	0	1.0	0	0	0	0	1.0	0	1.0	0	0	1.0	0	0	0	0	0
G000525775	29.0	107.0	18.0	29.0	247.0	102.0	313.0	247.0	684.0	28.0	340.0	254.0	9.0	232.0	15.0	433.0	203.0	83.0	8.0	248.0	29.0	32.0	208.0	103.0	70.0	88.0	435.0	33.0	27.0	237.0	63.0	1837.0	1019.0	27.0	361.0	22.0	2.0	74.0	77.0	35.0	196.0	101.0	9.0	10.0	331.0	306.0	716.0	332.0	144.0	15.0
G000525795	0	0	0	0	0	0	1.0	0	0	0	0	1.0	0	0	0	2.0	0	0	0	0	1.0	0	0	1.0	0	0	0	0	1.0	0	0	1.0	1.0	0	0	0	0	0	1.0	0	0	0	0	2.0	0	0	0	0	2.0	0
G000525915	0	0	0	0	0	0	1.0	1.0	0	0	0	1.0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	1.0	0	1.0	0	0	0	0	1.0	2.0	0	1.0	0	0	0	0	1.0	2.0	0	1.0	1.0	0	0	0	0	0	0
G000526495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0
G000526675	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0
G000526695	0	0	0	0	0	0	4.0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000526735	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	1.0	0	0	0	2.0	2.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	1.0	0	0
G000527015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000527075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000527135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000550785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000550805	0	4.0	0	2.0	2.0	0	7.0	3.0	15.0	0	1.0	0	0	0	2.0	3.0	0	4.0	0	0	0	0	0	0	1.0	1.0	6.0	0	0	0	12.0	5.0	0	0	7.0	0	0	0	0	0	0	0	1.0	1.0	5.0	3.0	0	2.0	0	0
G000559025	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0
G000564995	422.0	2563.0	313.0	728.0	2685.0	236.0	828.0	766.0	26892.0	510.0	1562.0	303.0	53.0	1010.0	1423.0	716.0	1242.0	3934.0	19.0	553.0	240.0	360.0	1056.0	276.0	425.0	2432.0	3211.0	184.0	412.0	1509.0	38288.0	20228.0	8126.0	44.0	14730.0	14.0	219.0	2383.0	138.0	3757.0	9.0	861.0	1.0	260.0	28730.0	4588.0	3080.0	8734.0	318.0	56.0
G000565015	32.0	44.0	56.0	101.0	186.0	187.0	94.0	1495.0	513.0	8.0	250.0	495.0	484.0	1056.0	75.0	527.0	152.0	420.0	10.0	156.0	374.0	25.0	893.0	8.0	20.0	193.0	1115.0	10.0	13.0	31.0	45.0	68.0	1851.0	52.0	28.0	19.0	5.0	124.0	313.0	22.0	0	5.0	0	78.0	242.0	1901.0	531.0	1992.0	42.0	59.0
G000565075	388.0	2488.0	344.0	676.0	2497.0	215.0	798.0	734.0	26505.0	490.0	1483.0	296.0	54.0	932.0	1426.0	654.0	1208.0	3526.0	26.0	572.0	238.0	328.0	1049.0	257.0	393.0	2264.0	2959.0	173.0	407.0	1437.0	36029.0	19140.0	7331.0	42.0	14142.0	15.0	227.0	2233.0	118.0	4066.0	17.0	847.0	2.0	231.0	27995.0	4280.0	2871.0	8513.0	310.0	44.0
G000568255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000568555	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000568755	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.0	0	1.0	0	0	0	0	0	0	0	0	0
G000568815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000576405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000576425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
