	14458.ERR2373068	14458.ERR2373096	14458.ERR2373109	14458.ERR2373092	14458.ERR2373133	14458.ERR2373106	14458.ERR2373103	14458.ERR2373097	14458.ERR2373125	14458.ERR2373112	14458.ERR2373076	14458.ERR2373134	14458.ERR2373093	14458.ERR2373121	14458.ERR2373090	14458.ERR2373089	14458.ERR2373111	14458.ERR2373050	14458.ERR2373095	14458.ERR2373077	14458.ERR2373058	14458.ERR2373061	14458.ERR2373067	14458.ERR2373098	14458.ERR2373107	14458.ERR2373139	14458.ERR2373140	14458.ERR2373146	14458.ERR2373138	14458.ERR2373144	14458.ERR2373085	14458.ERR2373083	14458.ERR2373080	14458.ERR2373078	14458.ERR2373081	14458.ERR2373069	14458.ERR2373074	14458.ERR2373075	14458.ERR2373136	14458.ERR2373110	14458.ERR2373117	14458.ERR2373053	14458.ERR2373055	14458.ERR2373052	14458.ERR2373118	14458.ERR2373124	14458.ERR2373127	14458.ERR2373123	14458.ERR2373119	14458.ERR2373122
G014642175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G014642635	0	0	0	0	0	0	0	0	0	0	0	0	0	6.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	468.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	4.0	0
G014642675	0	2.0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	2.0	1.0	0	0	0
G014642735	1.0	2.0	0	2.0	6.0	2.0	1.0	1.0	4.0	1.0	0	0	1.0	2.0	2.0	1.0	1.0	0	3.0	0	0	0	2.0	1.0	1.0	4.0	4.0	2.0	0	2.0	0	0	1.0	1.0	0	1.0	2.0	0	2.0	2.0	1.0	2.0	0	1.0	1.0	0	6.0	5.0	0	1.0
G014642815	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	16.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G014643055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0
G014643475	2.0	1.0	0	3.0	1.0	3.0	0	3.0	2.0	1.0	1.0	4.0	33.0	4.0	1.0	4.0	7.0	2.0	16.0	2.0	6.0	4.0	3.0	3.0	5.0	0	1.0	3.0	9.0	3.0	1.0	1.0	2.0	1.0	27.0	11.0	13.0	3.0	9.0	18.0	7.0	3.0	13.0	4.0	3.0	2.0	11.0	3.0	4.0	18.0
G014643535	0	0	0	0	2.0	0	0	0	0	0	0	0	0	5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	521.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0
G014643615	86.0	182.0	50.0	191.0	101.0	75.0	76.0	116.0	100.0	63.0	47.0	101.0	175.0	43.0	105.0	66.0	133.0	134.0	335.0	36.0	98.0	116.0	61.0	162.0	192.0	69.0	79.0	157.0	39.0	16.0	79.0	56.0	52.0	67.0	56.0	81.0	67.0	57.0	56.0	69.0	207.0	47.0	48.0	89.0	133.0	86.0	106.0	54.0	104.0	49.0
G014644315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G014644475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G014644515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G014644555	0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G014644575	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0
G014644875	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G014645235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G014645275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G014645315	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G014645495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	2.0	1.0	0	1.0	0	0	0	0	0	0	0	0	0	0	0
G014645515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G014645675	0	0	0	1.0	1.0	1.0	0	0	1.0	0	0	0	0	1.0	1.0	0	0	0	1.0	0	0	0	1.0	1.0	0	0	2.0	2.0	0	0	0	0	0	1.0	0	1.0	1.0	0	0	0	0	0	0	1.0	0	0	1.0	2.0	0	1.0
G014645895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G014646035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G014646155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G014646175	0	1.0	0	0	1.0	0	0	1.0	0	0	1.0	0	1.0	0	1.0	0	0	0	1.0	0	0	1.0	0	4.0	0	1.0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0
G014646275	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G014646315	30.0	44.0	18.0	49.0	36.0	26.0	22.0	31.0	31.0	22.0	21.0	29.0	42.0	14.0	31.0	21.0	28.0	43.0	77.0	13.0	28.0	32.0	18.0	43.0	46.0	24.0	25.0	36.0	17.0	4.0	27.0	19.0	19.0	24.0	20.0	24.0	21.0	18.0	19.0	17.0	47.0	15.0	15.0	24.0	46.0	25.0	28.0	18.0	29.0	16.0
G014646495	0	0	0	2.0	0	0	0	2.0	0	0	0	0	2.0	0	0	0	1.0	0	1.0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	1.0	2.0	0	0	1.0	1.0	1.0	1.0	0	0	0	0	0	0
G014646515	3.0	0	0	3.0	0	0	0	1.0	0	1.0	0	0	9.0	0	0	0	0	1.0	10.0	0	0	0	3.0	0	1.0	0	0	0	1.0	5.0	0	0	1.0	0	1.0	1.0	5.0	7.0	0	3.0	1.0	0	0	0	1.0	0	0	5.0	1.0	0
G014646535	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G014646595	0	0	0	1.0	1.0	1.0	0	0	2.0	0	0	0	0	1.0	1.0	0	0	0	1.0	0	0	0	1.0	1.0	0	0	1.0	1.0	0	0	0	0	0	0	0	1.0	0	0	0	1.0	1.0	0	0	1.0	1.0	0	2.0	2.0	0	1.0
G014646715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G014646775	118.0	217.0	86.0	241.0	145.0	104.0	89.0	149.0	123.0	94.0	69.0	146.0	187.0	62.0	135.0	83.0	163.0	168.0	416.0	58.0	127.0	131.0	83.0	188.0	238.0	89.0	89.0	181.0	48.0	22.0	106.0	75.0	87.0	86.0	83.0	115.0	104.0	90.0	64.0	101.0	279.0	66.0	78.0	107.0	186.0	110.0	135.0	74.0	154.0	64.0
G014646835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G014646955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G014646995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G014647135	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G014647335	2.0	0	0	11.0	0	1.0	0	4.0	0	1.0	0	0	12.0	0	1.0	0	12.0	1.0	22.0	2.0	0	0	9.0	2.0	2.0	0	1.0	1.0	28.0	4.0	0	7.0	1.0	0	1.0	0	5.0	28.0	0	1.0	5.0	1.0	7.0	11.0	1.0	10.0	0	5.0	16.0	1.0
G014647355	1.0	0	0	12.0	0	1.0	0	6.0	0	1.0	0	0	11.0	0	1.0	0	8.0	0	17.0	0	0	1.0	8.0	1.0	1.0	0	1.0	1.0	26.0	3.0	0	7.0	1.0	0	1.0	0	5.0	9.0	0	1.0	16.0	1.0	6.0	12.0	0	7.0	0	6.0	31.0	0
G014647375	1.0	0	0	12.0	0	1.0	0	4.0	0	2.0	0	0	8.0	0	1.0	0	9.0	0	15.0	1.0	0	0	10.0	0	1.0	0	0	1.0	30.0	3.0	1.0	8.0	1.0	0	0	0	5.0	8.0	0	0	6.0	1.0	7.0	12.0	0	6.0	0	5.0	20.0	0
G014647495	1.0	0	0	1.0	0	0	0	1.0	1.0	0	0	0	3.0	1.0	0	0	1.0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.0	3.0	0	1.0	0	0	1.0	0	2.0	2.0	1.0	1.0	0	1.0	2.0	0
G014647595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G014647755	11914.0	362.0	161.0	563.0	1924.0	1425.0	767.0	1962.0	271.0	4087.0	712.0	51.0	118.0	6.0	742.0	1897.0	13.0	612.0	71060.0	85.0	295.0	8602.0	8960.0	11010.0	32284.0	83.0	597.0	208.0	1739.0	10746.0	1925.0	3420.0	11746.0	35595.0	62042.0	3014.0	143628.0	4321.0	470.0	4262.0	35.0	640.0	22755.0	66323.0	5.0	6282.0	3139.0	46581.0	731.0	12613.0
G014647795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0
G014647875	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G014647975	36.0	66.0	22.0	73.0	38.0	31.0	24.0	46.0	46.0	27.0	19.0	37.0	59.0	23.0	38.0	23.0	45.0	50.0	109.0	12.0	39.0	38.0	19.0	57.0	69.0	29.0	28.0	59.0	15.0	6.0	32.0	21.0	21.0	26.0	25.0	29.0	29.0	22.0	20.0	32.0	70.0	17.0	22.0	33.0	52.0	37.0	40.0	23.0	39.0	18.0
G014648015	0	0	0	0	0	0	0	4.0	0	0	0	0	2.0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	1.0	0	0	0	0	0	3.0	0	0	1.0	0	0	0	1.0	1.0	0
G014648075	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G014648275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G014648375	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G014648475	34.0	55.0	19.0	60.0	34.0	28.0	26.0	36.0	37.0	24.0	22.0	37.0	52.0	18.0	37.0	25.0	37.0	48.0	99.0	16.0	32.0	37.0	20.0	48.0	60.0	27.0	29.0	46.0	19.0	4.0	31.0	20.0	21.0	25.0	21.0	25.0	23.0	22.0	21.0	20.0	60.0	15.0	17.0	30.0	51.0	29.0	34.0	22.0	31.0	16.0
G014648495	141.0	269.0	102.0	289.0	217.0	135.0	111.0	179.0	159.0	120.0	82.0	180.0	249.0	81.0	182.0	105.0	209.0	207.0	515.0	60.0	162.0	147.0	112.0	255.0	272.0	137.0	135.0	217.0	66.0	29.0	121.0	87.0	103.0	110.0	98.0	135.0	124.0	108.0	92.0	124.0	332.0	77.0	90.0	147.0	234.0	163.0	176.0	83.0	194.0	80.0
G014648535	100.0	199.0	73.0	221.0	134.0	94.0	80.0	121.0	124.0	84.0	60.0	130.0	194.0	48.0	120.0	81.0	141.0	159.0	379.0	44.0	111.0	124.0	64.0	174.0	224.0	79.0	94.0	178.0	49.0	20.0	94.0	63.0	66.0	77.0	68.0	92.0	89.0	77.0	69.0	86.0	240.0	52.0	64.0	102.0	177.0	100.0	125.0	71.0	127.0	50.0
G014648615	9.0	26.0	3.0	29.0	11.0	7.0	13.0	16.0	14.0	10.0	5.0	9.0	35.0	8.0	10.0	12.0	14.0	15.0	59.0	3.0	13.0	9.0	9.0	19.0	38.0	7.0	10.0	34.0	9.0	2.0	5.0	5.0	8.0	7.0	6.0	11.0	9.0	6.0	4.0	13.0	29.0	3.0	7.0	12.0	18.0	14.0	13.0	6.0	14.0	4.0
G014648715	0	0	0	0	0	0	0	0	0	0	0	0	0	160.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G014648735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G014648855	26.0	40.0	16.0	43.0	34.0	24.0	19.0	27.0	28.0	20.0	19.0	28.0	40.0	13.0	27.0	18.0	25.0	38.0	69.0	13.0	25.0	29.0	13.0	36.0	42.0	21.0	24.0	33.0	15.0	3.0	23.0	17.0	15.0	23.0	18.0	20.0	18.0	16.0	19.0	15.0	45.0	12.0	15.0	22.0	42.0	22.0	27.0	16.0	23.0	13.0
G014648955	26.0	32.0	11.0	35.0	27.0	21.0	17.0	23.0	25.0	14.0	14.0	23.0	27.0	13.0	23.0	16.0	22.0	30.0	58.0	10.0	20.0	21.0	12.0	27.0	31.0	20.0	16.0	23.0	12.0	2.0	20.0	15.0	17.0	17.0	18.0	19.0	17.0	14.0	13.0	14.0	37.0	11.0	14.0	15.0	28.0	18.0	25.0	13.0	22.0	12.0
G014648995	3.0	15.0	5.0	12.0	7.0	4.0	4.0	11.0	7.0	5.0	4.0	13.0	9.0	3.0	6.0	3.0	14.0	10.0	31.0	3.0	8.0	8.0	5.0	9.0	14.0	2.0	3.0	8.0	1.0	1.0	4.0	4.0	2.0	2.0	4.0	7.0	7.0	6.0	1.0	5.0	24.0	5.0	5.0	6.0	13.0	4.0	4.0	2.0	12.0	3.0
G014649015	0	0	0	0	0	0	0	0	0	0	0	0	2.0	14.0	1.0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G014649055	115.0	187.0	86.0	210.0	154.0	101.0	85.0	134.0	114.0	92.0	60.0	127.0	162.0	63.0	124.0	76.0	133.0	162.0	365.0	47.0	116.0	114.0	71.0	175.0	185.0	95.0	98.0	148.0	50.0	22.0	106.0	73.0	82.0	88.0	78.0	104.0	90.0	85.0	70.0	94.0	221.0	63.0	68.0	97.0	182.0	104.0	135.0	69.0	130.0	62.0
G014649275	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G014649395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G014649515	0	0	0	0	0	0	0	0	0	0	0	0	0	9.0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G014649695	104.0	209.0	67.0	225.0	123.0	94.0	83.0	127.0	130.0	85.0	57.0	131.0	200.0	47.0	115.0	83.0	148.0	162.0	404.0	43.0	116.0	129.0	72.0	172.0	219.0	81.0	90.0	184.0	49.0	20.0	96.0	63.0	67.0	77.0	66.0	100.0	93.0	74.0	62.0	87.0	247.0	50.0	60.0	105.0	178.0	103.0	132.0	73.0	126.0	56.0
G014649735	78.0	131.0	48.0	148.0	92.0	72.0	57.0	88.0	88.0	55.0	44.0	89.0	120.0	37.0	83.0	55.0	87.0	112.0	241.0	31.0	84.0	85.0	45.0	121.0	136.0	62.0	70.0	108.0	35.0	13.0	67.0	44.0	48.0	57.0	48.0	57.0	56.0	50.0	52.0	56.0	153.0	37.0	40.0	71.0	128.0	69.0	88.0	48.0	79.0	40.0
G014649755	55.0	99.0	34.0	103.0	63.0	51.0	41.0	65.0	66.0	40.0	32.0	64.0	85.0	29.0	60.0	41.0	64.0	80.0	169.0	24.0	57.0	62.0	34.0	85.0	101.0	44.0	50.0	81.0	28.0	10.0	48.0	35.0	36.0	43.0	34.0	45.0	39.0	37.0	34.0	40.0	100.0	26.0	29.0	50.0	89.0	51.0	63.0	34.0	61.0	29.0
G014649775	0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	2.0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	0
G014649815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0
G014649835	1.0	4.0	2.0	4.0	2.0	1.0	1.0	2.0	2.0	1.0	1.0	3.0	2.0	0	3.0	2.0	3.0	2.0	9.0	1.0	2.0	2.0	2.0	3.0	4.0	2.0	1.0	2.0	1.0	0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	0	5.0	0	2.0	3.0	4.0	1.0	2.0	0	1.0	0
G014649855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G014650055	94.0	191.0	64.0	203.0	125.0	86.0	72.0	131.0	104.0	82.0	52.0	124.0	170.0	48.0	107.0	71.0	139.0	144.0	356.0	43.0	109.0	116.0	66.0	159.0	199.0	74.0	82.0	160.0	42.0	18.0	92.0	58.0	65.0	68.0	70.0	97.0	84.0	71.0	60.0	85.0	233.0	55.0	64.0	91.0	155.0	94.0	111.0	62.0	118.0	49.0
G014650115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G014650135	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G014650295	69.0	168.0	52.0	193.0	107.0	87.0	71.0	115.0	91.0	60.0	45.0	92.0	183.0	38.0	91.0	68.0	120.0	126.0	312.0	30.0	91.0	86.0	56.0	141.0	194.0	57.0	73.0	182.0	36.0	14.0	70.0	50.0	55.0	53.0	49.0	80.0	67.0	55.0	52.0	71.0	195.0	43.0	44.0	86.0	132.0	81.0	105.0	54.0	104.0	45.0
G014650435	0	0	0	0	0	0	0	1.0	0	0	0	0	3.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0
G014650495	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G014650515	0	0	0	0	2.0	1.0	0	0	1.0	0	0	0	0	0	1.0	1.0	1.0	0	0	0	0	0	2.0	0	0	1.0	0	1.0	0	0	0	0	1.0	0	0	0	1.0	0	0	0	0	0	0	0	0	2.0	2.0	0	1.0	1.0
G014650615	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G014650735	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G014650775	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G014650875	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G014650935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G014650995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G014651075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G014651095	85.0	156.0	55.0	169.0	101.0	73.0	62.0	105.0	99.0	64.0	49.0	103.0	142.0	42.0	94.0	61.0	107.0	122.0	294.0	36.0	89.0	105.0	52.0	136.0	163.0	65.0	74.0	125.0	38.0	15.0	75.0	51.0	56.0	57.0	55.0	72.0	65.0	55.0	51.0	64.0	183.0	39.0	47.0	83.0	142.0	78.0	95.0	55.0	92.0	41.0
G014651215	0	0	0	0	0	0	0	0	0	0	0	0	0	11.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G014651235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0
G014651715	2.0	0	0	1.0	0	0	0	0	1.0	1.0	0	0	6.0	3.0	0	0	3.0	0	2.0	0	0	0	0	0	1.0	0	1.0	0	0	1.0	0	0	0	1.0	11.0	3.0	0	1.0	0	0	2.0	0	3.0	1.0	1.0	1.0	0	2.0	2.0	0
G014651795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G014651895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G014652135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G014652175	0	0	0	0	0	0	0	1.0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0
G014652235	10.0	5.0	3.0	3.0	5.0	0	1.0	2.0	5.0	2.0	4.0	5.0	4.0	2.0	0	1.0	3.0	4.0	1.0	2.0	4.0	1.0	3.0	6.0	1.0	4.0	1.0	0	5.0	3.0	1.0	6.0	7.0	1.0	8.0	1.0	5.0	4.0	2.0	2.0	1.0	0	2.0	1.0	1.0	4.0	3.0	4.0	5.0	7.0
G014652335	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	2.0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G014652435	1.0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	1.0	0	0	1.0	1.0	0	0	0	0	0	0	1.0	0	1.0	0	0
G014652475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G014652735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G014652835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0
G014653315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
